B1,B2,B3,B4,B5,B6_VCID_2,B7,system:index,STATE,ELEV_IN_FT,POP_2010,id
39,38,38,63,51,206,33,2760,TX,614,22807,19431
36,34,35,62,53,206,34,2761,TX,778,12838,19432
44,43,43,61,55,207,40,2762,TX,830,45028,19434
39,39,40,66,61,206,40,2763,TX,499,23728,19436
40,39,41,54,53,207,39,2764,TX,528,119097,19437
36,34,33,52,51,206,37,2765,TX,482,216290,19439
40,42,44,63,63,207,43,2766,TX,518,38659,19440
48,48,49,54,51,207,40,2767,TX,420,1197816,19441
41,42,45,58,63,206,47,2768,TX,666,49047,19442
39,41,43,68,70,206,47,2769,TX,725,38524,19443
49,52,59,69,76,208,61,2770,NM,3379,11301,19444
32,32,30,73,49,206,29,2771,NM,3100,26138,19445
47,48,51,55,50,210,40,2772,NM,4340,14855,19459
37,33,34,39,38,202,31,2773,TX,764,29337,19465
41,44,47,67,72,208,51,2774,TX,712,36690,19468
44,45,48,54,56,206,49,2775,TX,2441,27282,19472
47,50,57,66,74,206,61,2776,TX,3176,11088,19475
37,37,40,51,54,208,43,2777,TX,1719,117063,19477
37,39,45,58,59,211,46,2778,AZ,3235,10208,19488
41,45,54,72,78,212,61,2779,AZ,2671,16901,19490
32,34,42,69,69,207,49,2780,AZ,4354,14797,19491
33,32,32,46,37,207,30,2781,AZ,4009,17378,19497
42,41,42,54,58,206,45,2782,TX,489,12710,19501
31,29,27,69,48,202,29,2783,TX,443,23770,19506
37,37,39,48,52,206,39,2784,TX,522,14544,19516
36,34,34,46,45,207,35,2785,TX,1365,19288,19520
51,55,59,79,73,207,59,2786,TX,3642,13603,19524
41,39,41,49,47,208,39,2787,TX,1093,32032,19539
34,32,31,47,42,204,30,2788,TX,509,18216,19557
38,36,35,52,46,205,34,2789,TX,371,38548,19566
47,47,49,60,56,206,39,2790,TX,374,76201,19570
42,40,41,51,48,206,38,2791,TX,338,93857,19571
37,35,36,52,50,205,34,2792,TX,906,48937,19573
41,40,43,58,59,206,44,2793,TX,663,14698,19574
28,23,19,49,32,198,17,2794,TX,144,93847,19586
39,36,38,47,51,205,37,2795,TX,220,56207,19587
28,25,22,65,43,198,24,2796,TX,820,12120,19589
37,34,36,37,38,201,31,2797,TX,489,790390,19591
44,43,43,64,51,204,33,2798,TX,341,15716,19605
36,33,30,57,44,206,30,2799,TX,968,35591,19608
39,37,37,50,53,205,41,2800,TX,16,118296,19613
31,28,26,49,44,201,28,2801,TX,121,54298,19616
41,40,41,61,62,203,45,2802,TX,23,71802,19617
39,37,39,52,51,204,35,2803,TX,52,16855,19618
36,33,32,54,51,203,34,2804,TX,30,10553,19620
41,40,42,55,54,203,40,2805,TX,26,32010,19622
38,37,40,55,57,206,43,2806,TX,1411,10471,19624
41,42,45,69,69,205,46,2807,TX,699,15349,19640
26,21,16,49,35,194,15,2808,TX,59,13721,19643
37,36,36,71,61,204,43,2809,TX,92,36501,19644
35,35,35,72,69,203,41,2810,TX,75,15186,19645
31,28,25,61,46,201,26,2811,TX,82,15963,19646
41,38,39,50,52,204,40,2812,TX,138,14102,19649
29,26,24,70,58,194,32,2813,TX,1234,13447,19652
40,39,38,60,62,207,43,2814,TX,718,18198,19656
39,38,40,65,54,204,37,2815,TX,10,18680,19668
36,34,33,61,55,202,36,2816,TX,13,11211,19670
44,43,44,52,57,203,47,2817,TX,46,24236,19672
41,40,39,60,55,204,37,2818,TX,30,18862,19673
37,36,37,53,59,204,40,2819,TX,49,17614,19683
43,41,43,49,50,209,42,2820,TX,732,26248,19691
40,38,39,56,51,204,36,2821,TX,210,12863,19699
29,27,23,60,46,204,28,2822,TX,200,19104,19715
42,41,42,60,63,203,43,2823,TX,7,305215,19719
40,39,39,50,50,206,38,2824,TX,98,18353,19733
39,39,41,59,58,206,43,2825,TX,164,12341,19734
41,40,42,55,56,204,42,2826,TX,92,15798,19735
41,38,38,42,42,206,32,2827,TX,33,175023,19744
44,43,47,50,48,216,40,2828,AZ,558,39540,19749
37,30,29,33,32,201,26,2829,WA,36,11415,19752
36,32,30,37,35,202,28,2830,WA,108,11951,19753
30,24,21,38,31,195,20,2831,WA,98,31743,19775
36,31,30,41,37,202,28,2832,WA,95,22075,19780
26,20,15,46,25,191,13,2833,WA,72,19038,19783
45,42,40,46,43,201,35,2834,WA,82,103019,19786
38,30,28,37,33,199,26,2835,WA,394,35836,19789
36,30,28,31,30,201,24,2836,WA,20,60020,19790
28,24,21,55,40,198,23,2837,WA,377,18244,19791
41,38,37,44,43,203,35,2838,WA,72,17304,19792
34,29,26,33,29,200,22,2839,WA,459,19909,19793
31,25,21,30,25,193,19,2840,WA,105,20254,19794
32,28,25,40,30,199,21,2841,WA,217,28069,19795
37,35,35,49,40,208,31,2842,WA,682,13190,19796
38,34,33,42,41,204,34,2843,ID,2287,13294,19809
33,30,30,55,46,205,31,2844,ID,2182,27574,19812
37,32,31,36,28,206,22,2845,WA,1070,20366,19818
35,34,33,47,40,207,32,2846,MT,4058,28190,19821
30,24,21,38,27,194,19,2847,WA,72,11144,19822
33,30,27,56,39,203,25,2848,WA,761,10669,19826
36,31,29,33,31,200,25,2849,WA,463,89306,19827
29,23,20,34,25,196,17,2850,WA,39,90927,19828
34,32,29,51,38,202,28,2851,WA,420,22684,19829
28,22,19,48,32,196,18,2852,WA,335,22699,19831
25,21,16,61,41,191,19,2853,WA,564,10380,19832
29,24,21,39,28,197,19,2854,WA,43,54144,19836
31,27,24,51,40,201,25,2855,WA,154,48787,19837
28,23,18,45,29,194,17,2856,WA,75,12598,19838
31,29,29,50,38,204,28,2857,MT,3330,58505,19840
39,34,32,38,33,202,28,2858,MT,3209,66788,19841
46,43,45,50,44,207,39,2859,WA,1535,18174,19842
36,31,29,36,31,202,24,2860,WA,43,37022,19860
33,28,26,36,29,199,23,2861,WA,262,58163,19861
28,24,24,52,38,200,24,2862,WA,2352,29799,19865
33,28,26,44,33,201,22,2863,WA,92,46478,19866
29,25,21,53,36,199,21,2864,WA,203,42393,19867
41,40,40,53,42,204,31,2865,ID,2579,23800,19869
35,32,32,36,33,208,28,2866,WA,804,10862,19872
37,34,34,54,43,207,30,2867,WA,387,59781,19889
31,28,26,62,36,205,21,2868,WA,384,48058,19890
38,34,33,43,40,206,32,2869,ID,738,31894,19898
32,27,24,38,30,197,22,2870,WA,23,36648,19905
47,45,44,49,48,207,38,2871,OR,459,16745,19916
42,39,40,45,41,207,31,2872,OR,1070,16612,19918
36,34,34,44,37,208,29,2873,OR,2776,13082,19925
30,26,24,58,40,202,23,2874,OR,203,21083,19931
32,27,24,42,29,200,20,2875,OR,194,91611,19933
34,29,28,36,31,204,22,2876,OR,318,105594,19940
30,24,20,21,19,199,17,2877,OR,33,583776,19942
32,28,27,36,29,204,23,2878,OR,59,11497,19950
28,25,23,53,41,202,24,2879,OR,502,13903,19951
30,27,23,54,40,200,23,2880,OR,43,20291,19953
25,20,15,49,26,197,14,2881,OR,125,31859,19955
26,22,17,50,28,199,16,2882,OR,180,36619,19956
35,30,28,43,29,199,19,2883,OR,151,32187,19957
48,46,47,52,46,207,38,2884,OR,180,22068,19958
33,32,32,68,46,205,33,2885,WY,4554,29087,19979
33,29,28,39,30,204,23,2886,OR,351,15518,19992
41,40,42,49,40,211,35,2887,OR,2152,11366,20003
49,47,50,54,52,202,43,2888,OR,2999,26215,20004
31,29,27,46,35,204,23,2889,OR,430,156185,20008
31,29,27,73,42,206,26,2890,ID,3146,14206,20018
24,22,16,114,47,198,19,2891,WY,4951,10615,20027
34,31,30,39,34,206,28,2892,OR,482,21181,20035
37,35,36,42,38,207,30,2893,ID,4865,25484,20038
34,34,31,84,47,205,26,2894,ID,2516,81557,20042
36,33,35,39,38,210,32,2895,ID,2674,10972,20046
42,41,42,49,46,209,41,2896,ID,2605,75092,20047
47,49,52,67,54,207,41,2897,ID,2694,15210,20048
57,57,58,60,48,210,36,2898,OR,4108,20840,20055
36,34,35,60,45,207,33,2899,ID,4462,54255,20072
35,31,30,37,27,207,22,2900,OR,1384,74907,20077
49,47,48,55,50,208,37,2901,OR,945,34533,20088
38,37,38,44,36,208,31,2902,WY,7165,30816,20097
49,49,53,60,64,208,58,2903,WY,6115,12515,20101
30,30,29,81,50,204,33,2904,WY,6388,23036,20102
35,31,31,38,32,206,25,2905,UT,4534,48174,20109
41,40,42,45,47,211,42,2906,NV,5066,18297,20121
46,44,44,47,41,212,35,2907,NV,4505,225221,20122
32,32,34,52,45,207,37,2908,WY,6749,12359,20123
39,32,30,33,27,193,21,2909,CA,39,27191,20125
35,30,26,29,25,197,20,2910,CA,66,11926,20127
35,34,35,45,40,210,32,2911,UT,4541,36884,20133
26,24,21,70,38,203,21,2912,UT,4501,17357,20135
34,30,29,34,28,205,24,2913,UT,4301,82825,20136
41,38,39,45,42,208,34,2914,CA,564,89861,20142
32,31,30,54,38,207,27,2915,UT,4304,18275,20143
28,27,25,65,41,201,22,2916,UT,4337,16322,20145
27,26,23,73,41,203,23,2917,UT,4350,67311,20146
30,28,31,55,54,204,36,2918,CO,4652,18537,20148
30,29,29,61,44,205,29,2919,CO,4675,92889,20150
26,24,21,54,35,199,21,2920,CO,5003,143986,20152
36,36,36,52,45,207,34,2921,CO,4984,66859,20153
36,37,38,58,54,209,41,2922,UT,4944,21785,20156
38,36,37,43,40,212,35,2923,UT,4465,26472,20157
36,35,37,51,41,209,33,2924,UT,4436,38753,20158
35,34,34,63,44,208,30,2925,UT,4383,27964,20159
37,36,36,41,39,210,35,2926,UT,4301,46746,20160
31,32,30,75,49,204,32,2927,UT,4980,15523,20168
33,32,32,70,50,206,33,2928,UT,4564,47407,20169
43,44,42,71,65,207,54,2929,UT,4642,10070,20170
41,40,41,49,44,208,40,2930,UT,4774,88328,20172
34,29,29,35,31,203,27,2931,UT,4652,18294,20173
27,26,24,63,36,204,20,2932,UT,4623,33509,20174
47,46,48,55,58,207,52,2933,UT,4550,112488,20175
33,32,31,63,44,204,28,2934,CO,4327,11315,20176
42,39,40,45,44,208,38,2935,CA,305,14076,20177
35,35,36,53,43,208,33,2936,CO,4984,86270,20179
40,42,44,51,53,209,46,2937,CO,5335,18376,20180
36,38,39,62,54,207,42,2938,CO,5210,24453,20181
36,33,32,43,34,207,25,2939,CA,167,15546,20183
30,28,29,46,42,205,31,2940,CO,5377,35789,20193
39,38,40,48,44,205,34,2941,CO,5673,18867,20198
33,31,31,48,41,206,32,2942,CO,5518,142980,20199
34,33,35,46,41,208,34,2943,CO,5371,30255,20212
27,25,26,57,51,202,35,2944,CO,5469,13925,20213
40,40,42,51,53,208,45,2945,CO,5351,41737,20214
45,46,49,56,46,213,38,2946,NV,4160,19368,20215
29,25,21,46,29,203,18,2947,CA,62,12072,20220
34,34,39,58,69,208,51,2948,CO,5997,10218,20223
37,36,36,43,40,209,33,2949,CA,2411,12860,20226
33,31,31,53,37,204,29,2950,CO,4514,12646,20230
39,38,39,42,44,209,39,2951,CO,4593,58566,20231
41,41,43,48,46,207,38,2952,CA,167,42819,20232
37,33,32,40,32,208,26,2953,CA,259,56974,20233
38,37,37,54,44,207,32,2954,CA,164,118788,20234
37,38,42,56,56,206,47,2955,CO,5545,25846,20237
37,36,35,54,41,208,30,2956,CA,1867,10389,20239
33,29,27,47,34,204,24,2957,CA,20,76915,20242
38,36,36,48,38,208,28,2958,CA,105,11254,20243
33,28,25,48,31,204,20,2959,CA,105,40971,20244
34,32,33,47,49,206,34,2960,CA,30,57941,20245
36,33,32,40,36,207,28,2961,CA,46,153015,20246
38,37,37,52,43,206,31,2962,CA,220,72203,20247
53,53,54,59,65,208,56,2963,CA,52,23647,20248
35,34,37,49,48,208,38,2964,CA,89,64776,20249
33,29,28,47,33,208,24,2965,CO,5807,19132,20252
29,25,21,54,30,202,18,2966,CA,13,105321,20254
30,28,30,43,44,203,33,2967,CO,4692,106595,20256
31,26,24,47,31,201,22,2968,CA,82,13903,20260
34,29,27,38,30,203,23,2969,CA,20,51904,20261
30,25,23,35,25,197,18,2970,CA,33,11926,20262
34,33,32,63,49,208,32,2971,CA,49,62134,20264
33,29,27,35,27,205,20,2972,CA,69,14297,20265
47,45,46,50,42,207,34,2973,CA,36,67096,20266
34,32,33,58,52,208,34,2974,CA,23,18023,20267
35,33,35,49,45,204,37,2975,CA,69,23549,20276
36,34,36,52,56,204,41,2976,CA,79,24060,20277
38,33,31,33,35,200,29,2977,CA,46,103701,20278
35,29,28,32,28,200,23,2978,CA,23,35824,20279
42,41,42,49,50,205,41,2979,CA,20,35432,20280
32,27,25,36,31,199,21,2980,CA,495,17643,20281
37,33,32,37,37,203,28,2981,CA,102,18390,20282
37,33,34,37,32,200,25,2982,CA,26,63264,20283
38,32,31,39,31,201,24,2983,CA,52,33152,20284
30,25,22,39,29,195,19,2984,CA,308,23893,20285
39,37,38,44,42,210,35,2985,CA,141,22678,20287
36,32,31,43,33,209,25,2986,CA,89,201165,20288
39,37,37,42,39,209,32,2987,CA,89,10224,20289
38,36,37,42,38,210,30,2988,CA,157,20675,20290
29,27,22,70,39,204,22,2989,CA,102,20413,20291
37,34,33,49,46,203,34,2990,CA,23,10080,20292
39,35,34,39,40,204,33,2991,CA,56,214089,20293
34,29,27,33,26,200,19,2992,CA,105,144186,20294
34,30,27,41,28,200,18,2993,CA,492,80968,20295
40,38,39,49,52,205,40,2994,CA,20,42573,20296
34,25,22,21,18,196,13,2995,CA,43,390724,20297
33,29,28,40,37,203,27,2996,CA,331,10667,20298
43,40,39,50,40,204,29,2997,CA,351,70285,20299
42,40,41,45,43,210,37,2998,CA,272,61416,20301
34,31,30,45,44,203,31,2999,CA,16,28155,20302
37,31,28,38,29,202,23,3000,CA,7,30567,20303
37,34,32,44,42,201,31,3001,CA,75,11324,20304
26,21,16,65,32,194,15,3002,CA,20,76815,20305
38,33,30,37,33,200,27,3003,CA,72,32026,20306
41,37,37,39,37,203,32,3004,CA,33,21532,20307
39,36,35,43,47,200,35,3005,CA,82,37234,20308
37,36,37,49,40,209,32,3006,CA,131,13058,20312
42,40,39,53,39,210,29,3007,CA,118,35972,20313
40,39,40,52,44,210,33,3008,CA,171,78958,20314
35,31,29,45,35,209,27,3009,CA,308,494665,20320
46,46,48,54,47,210,34,3010,CA,348,24194,20321
42,44,47,66,62,211,47,3011,CA,174,11014,20322
35,32,33,53,45,210,34,3012,CA,344,14494,20324
43,40,40,48,40,210,31,3013,CA,220,13544,20325
41,39,40,49,46,209,39,3014,CA,302,11382,20326
39,36,35,45,41,209,33,3015,CA,200,48821,20328
30,24,22,37,31,197,21,3016,CA,157,28976,20329
39,37,37,45,42,204,33,3017,CA,20,66790,20330
35,32,34,44,36,206,30,3018,CA,348,37882,20332
34,28,26,42,30,203,22,3019,CA,105,74066,20333
28,22,18,39,25,196,15,3020,CA,30,64403,20334
33,33,34,47,39,204,31,3021,AZ,6903,65870,20336
27,24,21,67,50,197,24,3022,OK,1010,25387,20346
25,21,15,68,36,194,15,3023,OK,797,13570,20347
34,35,41,55,61,203,44,3024,NM,5594,10224,20349
37,37,41,46,50,209,43,3025,NM,5298,45877,20350
35,36,40,64,79,209,51,3026,OK,3123,11442,20351
42,41,41,45,44,208,37,3027,CA,289,34928,20355
49,53,56,63,65,206,55,3028,CA,289,16330,20357
39,36,35,44,52,202,42,3029,CA,43,19718,20358
39,38,40,46,46,203,38,3030,CA,26,27810,20359
36,34,35,42,44,204,36,3031,CA,151,15041,20360
41,40,43,52,54,208,47,3032,CA,335,12874,20361
35,32,32,38,37,216,31,3033,NV,1867,257729,20362
55,57,61,87,66,212,47,3034,NV,1601,15276,20363
58,61,63,70,59,215,47,3035,NV,1854,216961,20364
41,36,36,39,36,217,30,3036,NV,2001,583756,20365
41,38,39,45,42,210,37,3037,CA,390,10334,20366
34,31,30,46,38,209,29,3038,CA,358,10588,20367
46,46,49,57,52,210,40,3039,CA,387,11768,20368
37,35,35,38,35,211,29,3040,CA,459,54165,20369
29,26,23,68,42,199,22,3041,OK,1240,49379,20374
43,40,41,58,45,208,29,3042,CA,249,53967,20383
36,34,34,57,48,210,34,3043,CA,230,24531,20384
29,26,22,69,60,195,33,3044,OK,705,10808,20385
30,27,25,60,66,199,37,3045,OK,610,28915,20386
40,43,48,69,67,207,51,3046,NM,5282,87521,20388
27,26,22,71,52,199,27,3047,OK,981,10191,20391
43,44,48,55,56,204,49,3048,NM,6512,21678,20396
34,34,36,52,50,201,43,3049,NM,6424,13753,20398
40,39,39,62,61,204,43,3050,OK,679,12321,20401
28,23,19,60,34,200,18,3051,OK,604,39223,20402
39,37,37,48,46,211,37,3052,CA,1237,196069,20403
37,35,37,43,40,210,33,3053,CA,1063,12040,20404
43,46,53,63,65,212,54,3054,CA,3186,90173,20405
42,40,40,46,45,211,37,3055,CA,1309,53104,20406
34,32,29,52,38,208,27,3056,CA,1165,23261,20407
37,34,33,47,38,210,29,3057,CA,1257,99171,20408
36,33,32,40,37,211,30,3058,CA,1066,36664,20409
36,33,31,44,33,211,25,3059,CA,1004,163924,20411
37,35,35,40,39,211,32,3060,CA,1207,165269,20412
37,35,34,43,36,211,29,3061,CA,1358,68747,20413
44,47,55,82,83,209,55,3062,CA,807,29793,20414
40,38,38,45,46,205,38,3063,CA,59,13156,20415
37,35,35,44,39,205,31,3064,CA,62,10234,20416
43,42,45,50,47,216,40,3065,CA,2290,27616,20418
39,36,37,41,38,211,31,3066,CA,354,12707,20420
44,46,49,77,75,203,55,3067,OK,1358,16749,20421
29,28,26,82,65,201,33,3068,OK,1348,17395,20422
26,21,18,45,43,192,22,3069,OK,1204,81405,20424
35,36,32,79,67,204,38,3070,OK,1253,54371,20426
31,29,25,79,50,203,26,3071,OK,1197,579999,20429
33,30,31,39,38,206,31,3072,TX,3238,17994,20432
39,37,38,48,40,202,33,3073,AZ,5374,39843,20437
32,32,33,74,59,207,35,3074,OK,1919,11693,20438
28,25,23,69,43,197,22,3075,OK,1253,55081,20450
31,30,29,72,53,202,31,3076,OK,1171,110925,20452
27,23,21,50,56,197,28,3077,OK,735,18383,20458
34,35,36,52,49,207,41,3078,TX,3816,15370,20463
41,39,39,43,42,203,35,3079,CA,105,42434,20469
48,50,54,64,67,212,51,3080,CA,456,15002,20472
40,39,39,55,46,208,35,3081,CA,515,34421,20473
42,39,39,43,38,207,31,3082,CA,52,197899,20475
36,31,29,40,33,203,26,3083,CA,13,21723,20476
31,30,26,77,54,203,29,3084,OK,1112,96867,20478
36,32,32,39,37,208,31,3085,CA,299,113475,20481
39,36,36,39,37,207,32,3086,CA,115,16654,20482
44,43,45,49,53,208,45,3087,CA,49,58829,20483
39,36,35,38,36,210,31,3088,CA,522,191719,20484
43,43,43,54,46,209,37,3089,CA,774,50073,20485
38,35,34,43,39,208,32,3090,CA,33,14254,20486
43,41,42,44,48,208,41,3091,CA,72,84293,20487
41,37,37,38,34,205,30,3092,CA,26,19506,20488
32,30,30,57,49,206,38,3093,CA,95,20256,20490
37,35,36,44,38,204,31,3094,CA,30,462257,20491
36,33,32,39,34,206,29,3095,CA,292,3792621,20492
40,38,38,43,44,208,35,3096,CA,92,69772,20493
46,45,47,51,48,209,42,3097,CA,318,53764,20496
47,45,45,48,46,204,37,3098,CA,66,35135,20497
36,33,33,38,34,208,29,3099,CA,151,27395,20498
38,37,37,48,43,210,34,3100,CA,571,36590,20499
41,40,43,48,50,211,41,3101,CA,200,62500,20500
38,35,36,39,36,211,30,3102,CA,384,60269,20501
40,37,36,40,35,209,30,3103,CA,92,105549,20502
39,38,39,43,39,214,34,3104,CA,2657,152750,20503
31,31,36,57,67,201,56,3105,CA,210,13438,20504
39,37,40,44,45,208,40,3106,CA,69,54098,20505
45,47,50,71,66,206,50,3107,CA,863,137122,20506
36,34,32,40,36,208,28,3108,CA,164,62942,20507
34,31,30,46,37,209,29,3109,CA,850,149058,20508
36,35,32,68,44,203,29,3110,CA,220,41643,20509
36,32,30,40,31,204,24,3111,CA,62,66748,20510
37,36,36,46,41,210,34,3112,CA,1188,20246,20511
40,39,39,47,44,207,37,3113,CA,194,48527,20513
37,36,36,55,51,208,38,3114,CA,351,39816,20514
28,24,21,45,27,205,17,3115,CA,1060,31063,20515
37,35,32,45,36,207,29,3116,CA,46,80048,20516
41,40,40,44,41,213,34,3117,CA,2359,156633,20517
36,32,31,37,34,208,29,3118,CA,59,32769,20518
42,44,49,67,64,211,51,3119,NM,4006,12280,20530
36,33,35,38,39,208,33,3120,TX,3363,22194,20539
43,42,42,47,45,209,37,3121,NM,3576,48366,20550
41,40,40,50,46,212,39,3122,CA,1594,78657,20551
38,34,33,38,33,209,28,3123,CA,827,303871,20552
51,54,58,76,91,206,78,3124,CA,1631,193365,20553
34,33,35,52,58,208,45,3125,CA,1096,103466,20554
37,37,39,57,53,210,42,3126,CA,640,27063,20555
50,52,55,68,69,214,59,3127,CA,220,48445,20556
41,40,41,48,49,214,41,3128,CA,479,44552,20557
43,41,44,49,44,213,36,3129,CA,1453,68386,20558
48,49,51,63,61,214,50,3130,CA,272,17218,20559
46,50,55,71,71,212,59,3131,CA,135,37467,20560
43,42,43,51,49,213,42,3132,CA,1296,51821,20561
41,43,45,71,56,213,41,3133,AZ,1145,31797,20563
38,36,37,47,44,213,37,3134,AZ,1152,226721,20564
42,41,44,51,45,215,38,3135,AZ,968,65275,20565
36,33,34,42,38,213,30,3136,AZ,1240,439041,20567
39,37,40,46,48,212,40,3137,AZ,1142,154065,20568
56,57,62,64,76,209,71,3138,AZ,1086,1445632,20569
44,44,45,56,58,206,46,3139,TX,751,16002,20574
38,33,32,39,33,206,26,3140,CA,33,55313,20576
41,39,39,44,37,211,30,3141,CA,164,135161,20577
39,36,36,45,40,208,34,3142,CA,89,170883,20578
43,40,41,49,43,205,34,3143,CA,39,189992,20579
41,39,39,44,47,208,39,3144,CA,23,11449,20580
30,25,23,45,28,201,19,3145,CA,397,93305,20581
43,42,45,50,53,206,45,3146,CA,10,85186,20582
31,26,24,44,29,205,19,3147,CA,190,136416,20583
37,34,34,41,37,208,30,3148,CA,272,50533,20584
36,36,41,55,68,209,50,3149,CA,948,47853,20585
37,35,34,47,41,209,32,3150,CA,299,60239,20586
34,29,26,34,23,207,18,3151,CA,46,15568,20587
41,35,33,35,29,200,23,3152,CA,20,22723,20588
36,33,32,44,38,207,30,3153,CA,371,30344,20589
32,29,26,46,32,204,23,3154,CA,397,62979,20590
38,36,36,52,43,206,33,3155,CA,381,16192,20591
29,24,22,54,39,197,25,3156,CA,486,77264,20592
46,43,43,49,46,206,39,3157,TX,600,25171,20595
39,37,40,45,46,209,38,3158,TX,3202,229573,20605
35,35,37,53,44,208,35,3159,TX,3520,13542,20607
44,46,51,60,63,208,50,3160,NM,3622,34122,20617
42,42,45,50,51,208,46,3161,NM,3911,11009,20618
40,40,42,45,42,209,35,3162,CA,433,99478,20619
35,29,30,36,32,203,25,3163,CA,82,59518,20620
31,26,25,45,35,203,25,3164,CA,646,143911,20621
38,35,33,39,35,209,28,3165,CA,446,25320,20622
47,47,48,51,51,207,42,3166,CA,66,58582,20623
42,38,38,41,36,205,28,3167,CA,66,167086,20624
31,27,27,47,44,204,31,3168,CA,515,47811,20625
39,37,38,42,44,210,37,3169,CA,528,57065,20626
38,38,40,67,50,213,35,3170,AZ,1555,16631,20629
59,63,71,79,88,213,76,3171,AZ,1175,43482,20630
44,44,46,59,50,213,40,3172,CA,-39,42598,20631
27,23,20,55,38,198,19,3173,TX,554,15056,20639
44,45,50,57,65,208,49,3174,TX,525,95290,20640
30,28,25,70,49,202,25,3175,TX,545,25898,20641
40,41,43,63,64,206,47,3176,TX,541,25557,20650
34,33,31,63,53,206,33,3177,TX,696,116989,20655
39,38,38,53,48,207,36,3178,TX,630,131117,20658
45,47,50,71,75,205,56,3179,TX,581,17708,20660
41,41,45,59,67,207,50,3180,TX,666,259841,20663
42,40,40,47,50,206,42,3181,TX,404,15564,20667
39,38,40,46,49,209,44,3182,NM,3907,97618,20684
44,44,47,55,56,208,43,3183,TX,883,16788,20690
40,41,41,69,61,206,40,3184,TX,587,51277,20694
28,24,21,64,43,199,21,3185,TX,682,12355,20696
43,44,47,59,63,206,47,3186,TX,653,741206,20697
48,48,50,63,69,207,55,3187,TX,640,46334,20698
40,42,44,74,67,204,41,3188,TX,535,42409,20699
32,30,28,63,46,205,28,3189,TX,604,56368,20703
29,26,23,65,42,202,22,3190,TX,604,63343,20704
34,32,32,66,50,204,29,3191,TX,463,28616,20707
46,47,51,58,63,207,49,3192,TX,551,226876,20708
31,29,28,71,59,203,31,3193,TX,676,11278,20709
41,39,40,46,48,207,38,3194,TX,515,175396,20710
40,39,40,54,53,207,39,3195,TX,630,99223,20711
37,36,35,72,58,205,37,3196,TX,505,56199,20712
41,41,43,61,63,205,46,3197,TX,548,20329,20713
42,42,44,54,57,207,47,3198,TX,495,139824,20714
40,42,48,68,77,206,54,3199,TX,522,36361,20715
39,39,39,60,54,206,37,3200,TX,591,37490,20718
47,46,48,61,68,206,53,3201,TX,472,14661,20735
36,34,38,56,53,203,38,3202,TX,413,23523,20740
35,32,32,39,34,204,26,3203,TX,371,80455,20747
37,36,36,43,45,206,38,3204,TX,358,12975,20748
45,45,46,55,58,206,47,3205,TX,538,18513,20755
43,42,44,50,50,207,38,3206,TX,755,18037,20758
34,35,35,75,67,204,41,3207,TX,607,10769,20762
37,33,34,40,37,205,29,3208,TX,512,13712,20768
33,30,31,43,38,202,31,3209,TX,2779,111147,20793
42,42,45,52,53,206,44,3210,TX,2900,99940,20795
38,39,42,59,56,206,42,3211,TX,482,18712,20799
41,37,37,42,37,207,32,3212,TX,3717,649121,20805
50,55,63,81,80,207,64,3213,TX,4022,16735,20806
34,33,33,64,58,207,36,3214,TX,646,13549,20810
36,33,34,51,45,206,30,3215,TX,495,10509,20814
36,33,36,44,46,205,38,3216,TX,302,32996,20821
37,36,38,45,47,211,39,3217,AZ,3832,20837,20824
41,39,40,45,54,209,43,3218,TX,807,15751,20826
44,39,39,44,45,205,37,3219,TX,312,35067,20841
31,29,30,54,65,199,38,3220,TX,764,26700,20852
47,47,50,57,60,209,50,3221,TX,827,127921,20855
29,23,20,45,33,196,18,3222,TX,755,47400,20876
48,50,55,85,90,206,63,3223,TX,978,26521,20878
37,35,35,51,46,206,32,3224,TX,735,99887,20880
44,43,46,65,64,206,47,3225,TX,718,46936,20893
26,21,18,58,35,195,18,3226,TX,814,11391,20895
38,37,37,55,51,203,38,3227,TX,59,11943,20897
45,45,49,62,59,206,41,3228,TX,1693,10530,20899
30,27,24,65,54,201,32,3229,TX,728,28016,20908
40,39,39,47,46,208,38,3230,TX,1637,22347,20909
34,30,28,60,44,203,27,3231,TX,7,18595,20911
42,42,42,70,64,204,46,3232,TX,13,16144,20917
42,42,43,69,68,205,49,3233,TX,16,17547,20918
39,36,35,42,41,204,33,3234,TX,7,53818,20920
38,36,35,54,58,204,41,3235,TX,16,13040,20921
30,26,22,60,44,197,23,3236,TX,7,10887,20923
43,42,42,46,48,203,39,3237,TX,36,2099451,20926
34,32,29,51,44,202,29,3238,TX,89,15133,20927
45,44,46,58,57,204,45,3239,TX,30,149043,20931
42,41,40,60,54,204,39,3240,TX,20,33800,20933
41,39,40,48,52,205,39,3241,TX,515,12698,20937
31,28,26,55,43,203,27,3242,TX,630,57740,20942
37,36,36,46,45,204,34,3243,TX,92,11679,20948
38,35,35,48,46,205,35,3244,TX,105,30618,20949
41,38,38,55,52,204,38,3245,TX,75,67358,20951
38,36,37,54,48,207,35,3246,TX,827,10151,20960
42,42,43,54,57,205,44,3247,TX,912,13131,20961
42,41,44,53,56,206,46,3248,TX,105,11602,20967
39,38,36,65,58,202,38,3249,TX,30,35805,20970
38,36,34,59,50,202,31,3250,TX,7,47743,20971
